ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,5,A,2,1,2,563,516,653,425,519,584,1,X
2,26,B,2,2,2,526,485,535,537,640,424,6,X
3,50,A,2,2,2,520,495,571,458,594,553,6,X
4,74,B,2,1,2,640,389,552,515,596,448,8,X
5,117,A,2,2,1,471,624,628,390,648,564,3,X
6,152,B,2,2,1,501,392,548,616,624,412,3,X
7,187,A,2,2,1,462,526,520,396,586,589,7,X
8,213,B,2,1,2,541,398,501,553,592,411,8,X
9,242,A,2,2,1,453,564,571,394,602,570,5,X
10,256,B,2,1,2,529,462,670,578,526,398,6,X
11,285,A,2,2,2,479,507,556,450,638,574,6,X
12,313,B,2,1,2,677,391,509,528,602,439,8,X
13,357,A,2,2,1,428,528,662,389,667,563,7,X
14,382,B,2,1,2,508,403,467,547,631,395,8,X
15,409,A,2,2,1,878,620,535,402,575,572,3,X
16,444,B,2,2,1,826,416,833,625,627,412,4,X
17,465,A,2,1,2,826,504,695,421,758,585,6,X
18,488,B,2,2,2,496,395,795,526,726,425,8,X
19,526,A,2,2,1,684,488,526,397,632,561,7,B
