ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,50,A,2,1,2,617,435,650,335,554,523,1,X
2,70,B,2,2,2,567,387,576,453,626,328,6,X
3,94,A,2,1,2,487,411,578,366,597,463,6,X
4,117,B,2,1,2,720,274,518,427,600,344,8,X
5,158,A,2,2,1,679,505,688,271,684,508,5,X
6,171,B,2,2,2,567,356,715,524,708,272,6,X
7,202,A,2,2,2,484,572,586,346,606,533,8,X
8,244,B,2,2,1,500,309,518,569,581,303,5,X
9,259,A,2,2,2,466,418,574,298,487,574,6,X
10,280,B,2,2,1,562,307,489,435,502,304,9,X
11,283,A,2,1,2,446,590,515,304,484,428,4,A
