ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,17,A,2,2,2,453,619,642,331,562,553,2,X
2,79,B,2,2,1,497,329,466,630,594,330,5,X
3,95,A,2,2,1,516,480,527,327,507,599,6,X
4,120,B,2,1,2,618,380,559,499,593,333,6,X
5,148,A,2,1,2,466,587,588,377,599,508,8,X
6,176,B,1,2,1,716,349,563,567,590,338,7,X
7,197,A,2,1,2,678,464,682,337,521,617,6,X
8,227,B,2,2,2,519,299,630,490,636,334,9,X
9,259,A,2,2,1,422,599,560,297,629,522,3,X
10,293,B,1,2,1,488,300,516,582,597,318,3,X
11,329,A,2,2,1,472,524,513,294,567,546,5,X
12,343,B,2,1,2,730,350,615,535,495,296,6,X
13,369,A,2,1,2,478,594,702,346,641,532,8,X
14,407,B,1,2,1,492,301,591,594,600,331,3,X
15,444,A,2,2,1,491,467,518,294,608,545,7,X
16,470,B,2,1,2,526,294,514,496,592,307,8,X
17,506,A,2,2,1,889,644,534,286,633,519,3,A
