ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,5,A,2,1,2,591,469,647,336,551,524,1,X
2,17,B,2,1,2,718,309,602,475,629,336,9,X
3,29,A,2,1,1,732,496,614,332,633,486,4,X
4,40,B,2,2,1,649,335,698,495,651,328,4,X
5,55,A,2,2,1,833,478,647,335,732,519,6,X
6,76,B,2,2,2,833,381,784,494,664,333,6,X
7,99,A,2,1,2,540,462,784,367,767,505,6,X
8,122,B,2,1,2,758,298,586,467,690,334,8,X
9,149,A,2,2,1,828,538,675,305,672,497,5,X
10,159,B,2,2,2,825,341,741,536,658,296,6,X
11,183,A,2,1,1,434,474,768,341,831,557,6,X
12,209,B,2,1,2,448,383,489,485,720,336,6,X
13,239,A,2,2,2,804,442,481,373,546,494,6,X
14,264,B,2,2,1,627,285,769,463,595,351,9,B
