ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,16,A,2,1,2,743,458,629,343,744,548,1,X
2,40,B,2,2,2,529,297,702,472,629,340,9,X
3,73,A,2,2,2,511,448,568,293,607,514,7,X
4,102,B,2,1,2,497,296,559,461,605,312,9,X
5,136,A,2,2,1,474,616,531,296,593,512,3,X
6,178,B,2,2,1,494,333,491,607,609,327,5,X
7,195,A,2,2,2,509,458,544,331,524,621,6,X
8,223,B,2,1,1,606,334,521,485,564,325,9,X
9,235,A,2,1,2,614,450,563,321,551,485,6,X
10,255,B,2,2,1,666,301,579,461,559,335,9,B
