ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,B,2,1,2,614,351,648,502,570,315,1,X
2,16,A,2,2,2,764,524,597,343,636,501,9,X
3,39,B,2,2,1,735,319,680,533,611,340,5,X
4,49,A,2,1,2,720,475,618,318,743,601,6,X
5,73,B,2,2,2,509,285,682,518,644,327,9,X
6,102,A,2,2,1,459,525,525,282,663,541,4,X
7,115,B,2,1,2,513,342,663,557,539,289,6,X
8,135,A,2,2,2,627,443,545,344,632,539,6,X
9,161,B,2,2,2,751,274,613,497,605,341,8,X
10,196,A,1,2,1,807,607,664,300,660,548,3,X
11,236,B,2,2,1,756,313,742,618,658,313,5,X
12,246,A,2,1,2,731,484,605,314,801,706,6,X
13,273,B,2,2,2,729,309,667,512,634,324,9,X
14,288,A,1,2,1,720,497,613,311,683,514,5,X
15,299,B,2,2,2,692,320,733,530,610,304,4,X
16,319,A,2,2,1,752,667,668,325,676,567,5,B
