ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,8,A,2,2,2,769,640,616,426,732,588,2,X
2,65,B,2,2,1,469,456,764,652,615,419,7,X
3,90,A,2,2,2,438,503,509,442,663,604,6,X
4,121,B,2,1,2,706,395,472,531,592,435,8,X
5,155,A,2,2,1,476,628,645,401,630,562,3,X
6,189,B,2,2,1,484,420,613,601,642,408,5,X
7,205,A,2,2,2,686,515,532,418,570,620,6,X
8,232,B,2,2,2,721,405,650,536,591,415,8,X
9,258,A,2,1,1,830,501,683,411,676,554,7,X
10,290,B,2,2,2,746,392,793,522,674,417,8,X
11,339,A,2,2,1,386,573,742,389,692,568,5,A
