ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,23,B,2,1,2,696,382,626,463,690,368,1,X
2,49,A,2,2,2,531,570,699,380,642,465,8,X
3,81,B,2,2,1,712,356,627,571,616,372,3,X
4,110,A,1,2,1,769,488,679,360,631,550,5,X
5,127,B,2,2,2,501,391,742,493,686,361,6,X
6,158,A,2,2,2,365,587,534,386,592,471,8,X
7,203,B,2,2,1,498,383,430,588,608,373,7,X
8,227,A,2,2,2,473,432,524,376,543,543,6,X
9,257,B,2,1,2,718,354,502,433,596,376,9,X
10,290,A,1,2,1,899,569,628,360,577,466,3,X
11,334,B,2,2,1,561,373,851,572,657,371,5,X
12,352,A,2,2,2,515,442,631,371,846,552,6,X
13,380,B,2,1,2,516,395,523,431,556,380,6,X
14,406,A,2,2,2,70,629,554,390,552,441,8,B
