ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,8,B,2,1,2,594,374,656,505,573,318,1,X
2,25,A,2,2,2,757,449,576,358,654,504,6,X
3,49,B,2,2,2,828,376,687,467,618,342,6,X
4,77,A,2,1,2,441,619,754,363,679,493,8,X
5,120,B,1,2,1,467,308,498,614,587,311,5,X
6,136,A,2,2,2,439,463,576,305,495,609,6,X
7,163,B,2,1,2,771,364,445,488,507,301,6,X
8,188,A,2,1,2,798,440,709,355,573,521,6,X
9,217,B,2,2,2,528,274,735,469,676,342,8,X
10,254,A,2,2,1,456,495,556,289,652,536,7,X
11,275,B,2,1,2,634,357,495,509,572,305,6,X
12,300,A,2,2,2,744,443,682,345,604,527,6,X
13,323,B,2,2,2,532,279,681,473,649,343,8,X
14,351,A,2,2,1,442,535,547,303,648,521,4,X
15,365,B,2,1,2,709,314,650,538,547,302,4,X
16,381,A,2,1,1,663,441,665,337,651,551,6,X
17,403,B,2,2,2,502,377,623,502,621,328,6,X
18,428,A,2,2,2,460,436,523,364,623,497,6,X
19,455,B,2,1,2,751,283,509,455,564,344,8,X
20,481,A,1,2,1,889,566,628,307,612,497,5,A
