ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,35,B,2,1,2,667,355,620,477,700,311,1,X
2,54,A,2,2,2,661,416,692,341,668,500,6,X
3,78,B,2,1,2,686,392,680,436,661,348,6,X
4,102,A,2,1,2,782,609,671,364,660,445,8,X
5,163,B,2,2,1,552,300,751,621,625,303,5,X
6,178,A,2,2,2,719,428,603,304,758,635,6,X
7,208,B,2,2,2,628,379,667,456,612,304,6,X
8,233,A,2,1,2,777,560,605,350,633,482,8,X
9,262,B,2,2,1,763,311,678,571,630,317,5,X
10,273,A,2,1,2,828,442,620,307,736,605,6,X
11,299,B,2,2,2,794,293,775,479,675,314,8,X
12,320,A,1,2,1,714,500,691,299,751,501,5,X
13,329,B,2,1,2,776,354,764,522,679,298,6,X
14,355,A,2,1,2,806,393,727,354,737,523,6,B
