ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,1,2,580,436,648,333,553,539,1,X
2,29,B,2,2,2,541,379,564,472,646,326,6,X
3,54,A,2,2,2,734,625,553,359,571,468,8,X
4,118,B,2,2,1,768,350,709,652,614,321,7,X
5,142,A,2,1,2,852,597,726,341,680,578,9,X
6,174,B,2,2,1,498,340,798,602,655,319,7,X
7,200,A,2,2,2,456,440,529,329,693,566,6,X
8,228,B,2,1,2,496,273,498,462,562,337,9,X
9,269,A,2,2,1,817,432,516,274,591,529,7,X
10,299,B,2,2,2,806,380,763,458,584,294,6,X
11,328,A,2,1,2,783,615,752,363,699,486,8,X
12,366,B,2,2,1,756,316,724,643,667,329,4,X
13,386,A,2,1,2,848,556,633,320,714,581,9,X
14,414,B,2,2,1,548,278,780,572,655,326,3,X
15,449,A,2,2,1,464,534,581,294,682,554,5,X
16,462,B,2,1,2,478,358,658,545,524,280,6,X
17,492,A,2,2,2,464,419,506,353,539,511,6,X
18,519,B,2,1,2,732,285,491,460,539,344,9,X
19,548,A,2,1,1,735,384,695,291,608,519,4,B
