ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,5,A,2,1,2,651,458,628,341,728,525,1,X
2,21,B,2,1,2,706,370,711,468,601,333,6,X
3,43,A,2,1,2,529,447,711,359,666,492,6,X
4,64,B,2,1,2,621,395,558,452,636,347,6,X
5,86,A,2,2,2,617,431,631,378,606,465,6,X
6,108,B,2,1,2,714,283,659,455,636,356,8,X
7,145,A,2,2,1,805,552,697,285,712,538,5,X
8,155,B,2,2,2,790,356,722,553,674,289,6,X
9,186,A,2,1,2,503,459,763,347,705,510,6,X
10,213,B,2,1,2,728,277,544,464,642,322,8,X
11,250,A,2,1,1,709,405,694,276,686,525,5,B
