ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,26,B,2,1,2,554,360,662,496,573,329,1,X
2,45,A,2,2,2,458,468,585,370,687,515,6,X
3,70,B,2,1,2,729,274,465,497,596,350,8,X
4,116,A,1,2,1,461,475,693,274,676,546,7,X
5,138,B,2,1,2,505,362,488,504,683,284,6,X
6,164,A,2,2,2,482,441,540,361,569,513,6,X
7,190,B,2,1,2,530,277,501,480,577,344,8,X
8,221,A,2,2,1,762,451,563,284,624,530,7,X
9,245,B,2,2,2,632,376,708,504,593,308,6,X
10,266,A,2,1,2,477,456,596,366,710,518,6,X
11,292,B,2,1,2,681,273,485,473,593,356,8,X
12,344,A,1,2,1,762,499,688,284,664,517,5,X
13,359,B,2,2,2,656,340,711,546,684,278,6,X
14,382,A,2,2,2,824,482,663,340,688,530,6,X
15,399,B,2,2,2,476,374,756,505,645,334,6,X
16,425,A,2,2,2,453,539,534,350,635,511,9,X
17,445,B,2,1,1,489,280,553,541,566,350,3,X
18,474,A,2,2,1,785,495,494,286,597,564,7,X
19,491,B,2,2,2,799,343,715,539,514,295,6,X
20,519,A,2,1,2,820,442,733,345,690,536,6,X
21,544,B,2,2,2,520,275,767,488,667,336,8,X
22,581,A,2,2,1,834,470,544,288,673,536,7,X
23,609,B,2,2,2,831,390,675,509,617,312,6,X
24,639,A,2,1,2,507,630,785,377,821,495,8,X
25,680,B,2,1,1,515,321,540,612,616,347,4,X
26,695,A,2,2,1,424,456,577,332,607,568,6,X
27,724,B,2,1,2,728,273,451,482,526,340,8,X
28,774,A,1,2,1,827,531,709,279,672,538,5,X
29,789,B,2,2,2,577,339,726,562,695,282,6,X
30,814,A,2,2,1,431,567,594,338,765,550,9,X
31,832,B,2,1,1,728,283,619,532,579,344,3,X
32,877,A,1,2,1,331,506,720,280,672,575,5,B
