ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,22,B,2,1,2,603,358,645,487,575,313,1,X
2,48,A,2,2,2,822,601,603,345,647,488,8,X
3,80,B,2,2,1,746,317,767,613,635,312,5,X
4,93,A,2,1,2,669,451,637,316,759,611,6,X
5,117,B,2,1,2,767,357,722,468,642,318,6,X
6,135,A,2,1,2,787,415,728,341,700,479,6,X
7,156,B,2,2,2,537,284,758,427,722,350,8,X
8,189,A,2,2,1,823,459,565,282,673,493,7,X
9,218,B,2,2,2,556,374,777,471,627,300,6,X
10,244,A,2,2,2,831,615,584,359,662,476,8,X
11,282,B,2,2,1,777,309,771,626,643,314,4,X
12,296,A,2,1,1,483,444,652,308,743,606,6,X
13,324,B,2,1,2,493,382,520,455,648,316,6,X
14,350,A,2,2,2,483,563,516,360,550,467,8,X
15,384,B,2,2,1,694,400,512,557,584,319,5,A
