ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,17,B,2,1,2,661,347,617,503,689,319,1,X
2,39,A,2,2,2,869,609,688,343,647,508,8,X
3,75,B,2,2,1,537,292,828,622,647,332,3,X
4,101,A,2,2,1,456,530,565,295,699,569,5,X
5,114,B,2,1,2,781,337,660,549,537,294,6,X
6,144,A,2,1,2,832,430,716,329,606,521,6,X
7,169,B,2,2,2,783,377,766,457,696,328,6,X
8,193,A,2,1,2,493,582,749,364,714,472,8,X
9,232,B,1,2,1,779,316,573,581,630,331,5,X
10,250,A,2,1,2,812,447,584,320,524,614,6,X
11,282,B,2,2,2,487,364,746,489,726,330,6,X
12,311,A,2,2,2,457,391,531,357,654,501,6,B
