ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,30,B,2,2,2,803,354,621,571,701,388,2,X
2,90,A,2,2,1,449,629,790,355,711,580,3,X
3,122,B,2,2,1,761,360,564,612,642,387,3,X
4,159,A,1,2,1,848,504,701,375,649,595,7,X
5,190,B,2,2,2,863,465,816,543,691,384,6,X
6,219,A,2,1,2,783,652,798,441,753,556,8,X
7,270,B,2,2,1,835,421,744,661,658,403,7,X
8,294,A,2,1,2,874,503,779,419,685,652,6,X
9,327,B,2,2,2,480,463,811,519,715,406,6,X
10,360,A,2,2,2,461,645,514,440,655,542,8,X
11,401,B,2,2,1,515,370,509,630,593,409,3,X
12,431,A,2,2,1,439,636,521,362,568,617,5,X
13,465,B,2,2,1,922,393,514,623,569,382,5,A
