ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,21,B,2,1,2,685,385,621,466,708,368,1,X
2,46,A,2,2,2,804,416,701,384,652,470,6,X
3,73,B,2,2,2,704,355,761,422,683,382,8,X
4,127,A,2,2,1,905,602,707,354,688,473,3,X
5,167,B,2,2,1,572,383,862,608,644,371,7,X
6,191,A,2,2,2,601,423,588,379,715,528,6,X
7,220,B,2,1,2,739,353,606,435,627,375,8,X
8,271,A,2,2,1,371,556,717,355,700,482,3,X
9,305,B,2,2,1,513,368,487,550,635,364,5,X
10,326,A,2,2,2,426,435,560,367,465,561,6,X
11,355,B,2,1,2,509,358,456,440,589,367,9,A
