ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,19,B,2,2,2,541,356,677,574,535,387,2,X
2,83,A,2,2,1,804,509,534,353,673,573,7,X
3,107,B,2,2,2,845,453,777,537,616,378,6,X
4,136,A,2,1,2,836,498,788,434,720,543,6,X
5,166,B,2,2,2,844,471,801,524,663,401,6,X
6,192,A,2,1,2,505,639,806,444,776,528,8,X
7,235,B,1,2,1,751,357,577,617,623,409,3,X
8,282,A,2,2,1,864,567,740,358,692,594,5,X
9,297,B,2,2,2,803,441,796,574,745,369,6,X
10,322,A,2,1,2,466,624,754,424,728,579,8,X
11,352,B,2,2,1,502,356,570,603,619,402,3,X
12,387,A,2,2,1,400,633,530,360,600,597,3,X
13,418,B,1,2,1,394,480,510,609,555,379,7,A
