ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,B,2,1,2,510,346,656,502,579,313,1,X
2,31,A,2,2,2,826,612,552,342,633,489,9,X
3,67,B,2,2,1,786,310,732,612,643,324,4,X
4,82,A,2,1,1,692,530,712,317,721,597,4,X
5,97,B,2,1,2,784,351,727,548,742,317,6,X
6,119,A,2,1,2,792,428,734,342,682,520,6,X
7,146,B,2,2,2,800,373,746,456,697,335,6,X
8,167,A,2,1,2,500,585,744,371,713,479,9,X
9,201,B,2,1,2,510,269,562,598,644,345,3,X
10,253,A,2,2,1,447,464,517,273,643,533,7,X
11,275,B,2,1,2,470,356,500,494,569,297,6,X
12,301,A,2,2,2,820,593,510,353,539,497,9,X
13,335,B,2,2,2,721,279,724,600,626,324,3,X
14,377,A,1,2,1,458,533,693,282,693,550,3,X
15,404,B,1,2,1,584,275,588,534,658,291,3,X
16,461,A,2,2,1,834,469,579,274,628,529,7,X
17,487,B,2,2,2,805,399,739,531,654,295,6,A
