ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,7,B,2,1,2,589,348,657,500,576,315,1,X
2,30,A,2,2,2,488,424,607,344,654,499,6,X
3,58,B,2,1,2,503,270,529,453,609,342,8,X
4,100,A,2,2,1,767,441,518,279,599,503,7,X
5,123,B,2,2,2,594,350,717,488,565,287,6,X
6,152,A,2,2,2,682,416,616,342,653,498,6,X
7,176,B,2,2,2,623,385,663,456,610,340,6,X
8,199,A,2,1,2,510,606,585,364,646,469,8,X
9,262,B,1,2,1,730,352,495,632,606,317,7,X
10,286,A,2,1,2,500,572,684,345,594,567,8,X
11,319,B,1,2,1,483,285,533,582,603,310,5,B
