ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,43,A,2,2,2,478,609,644,333,562,550,2,X
2,104,B,2,2,1,520,335,482,626,595,332,5,X
3,117,A,2,2,2,769,475,576,333,505,592,6,X
4,143,B,2,2,2,716,328,736,496,588,325,9,X
5,156,A,2,1,1,588,553,618,329,744,500,8,X
6,186,B,1,2,1,637,326,663,541,632,324,5,X
7,198,A,2,1,2,620,434,588,317,640,557,6,X
8,230,B,2,2,2,583,406,619,448,613,328,6,X
9,254,A,2,2,2,467,603,605,387,617,471,8,X
10,312,B,2,2,1,777,338,503,614,591,334,5,X
11,333,A,2,1,2,780,451,706,337,534,591,6,X
12,364,B,2,2,2,813,400,775,480,711,339,6,X
13,393,A,2,1,2,589,600,765,381,734,491,8,X
14,446,B,2,2,1,506,328,598,618,636,330,5,X
15,462,A,2,2,2,515,459,573,324,575,599,6,X
16,489,B,2,1,1,588,333,539,477,560,318,9,B
