ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,24,B,2,2,2,463,358,660,575,531,386,2,X
2,90,A,2,2,1,429,530,456,352,639,575,7,X
3,114,B,2,1,2,808,461,449,554,545,374,6,X
4,145,A,2,1,2,930,647,744,448,641,554,8,X
5,181,B,2,2,1,831,400,826,640,678,403,4,X
6,202,A,2,1,1,554,626,723,398,758,614,8,X
7,237,B,1,2,1,627,353,589,618,606,394,3,X
8,289,A,2,2,1,863,601,625,351,655,585,3,X
9,313,B,2,2,1,758,360,768,585,658,375,3,X
10,361,A,1,2,1,468,565,721,364,695,581,5,X
11,376,B,2,1,2,461,457,656,583,706,367,6,X
12,408,A,2,2,2,770,649,488,434,521,558,8,X
13,451,B,2,2,1,798,394,721,647,598,401,5,X
14,466,A,2,1,2,794,475,630,395,785,646,6,B
