ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,24,B,2,1,2,573,381,649,466,588,369,1,X
2,47,A,2,2,2,838,418,586,382,650,470,6,X
3,75,B,2,2,2,730,354,792,432,669,377,8,X
4,112,A,1,2,1,551,496,682,363,698,460,3,X
5,132,B,1,2,1,536,367,631,481,695,363,5,X
6,151,A,2,2,2,775,434,587,370,649,485,6,X
7,179,B,2,2,2,512,389,743,452,594,366,6,X
8,208,A,2,2,2,260,624,534,387,606,456,8,X
9,251,B,1,2,1,547,360,409,604,598,375,3,X
10,291,A,2,2,1,879,476,564,359,599,517,5,A
