ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,17,A,2,2,2,724,636,622,333,754,547,2,X
2,78,B,2,2,1,610,351,678,654,619,331,5,X
3,99,A,2,2,2,662,478,625,345,650,571,6,X
4,122,B,2,2,2,521,386,604,500,619,341,6,X
5,148,A,2,2,2,481,599,536,373,610,510,8,X
6,185,B,1,2,1,774,292,560,597,597,338,3,X
7,224,A,1,2,1,807,505,700,303,647,557,7,X
8,241,B,2,2,2,513,371,771,531,734,302,6,X
9,272,A,2,2,2,551,580,556,362,636,526,8,X
10,301,B,2,2,1,520,381,589,582,578,336,7,X
11,333,A,2,2,2,445,620,553,363,589,562,8,X
12,374,B,1,2,1,732,292,511,607,598,334,3,X
13,411,A,1,2,1,883,610,672,308,635,557,3,X
14,451,B,2,2,1,448,380,829,621,652,317,7,A
