ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,B,2,1,2,605,362,657,514,576,339,1,X
2,36,A,2,1,2,796,590,547,372,652,524,8,X
3,69,B,2,2,1,523,333,703,620,614,342,5,X
4,85,A,2,2,2,502,458,598,336,786,634,6,X
5,115,B,2,1,2,476,380,514,484,542,355,6,X
6,139,A,2,2,2,486,432,523,380,588,508,6,X
7,166,B,2,1,2,737,284,502,469,566,374,8,X
8,225,A,1,2,1,824,535,711,293,710,559,5,X
9,241,B,2,2,2,787,358,749,553,678,295,6,X
10,267,A,2,1,2,522,596,738,364,697,543,9,X
11,301,B,1,2,1,528,324,566,604,596,339,5,X
12,311,A,2,2,2,811,463,557,323,570,627,6,X
13,345,B,2,2,2,797,297,746,513,630,334,9,X
14,384,A,1,2,1,492,475,713,303,734,538,7,X
15,410,B,2,1,2,483,378,526,511,718,314,6,X
16,439,A,2,2,2,502,612,512,373,598,526,8,X
17,478,B,1,2,1,519,326,541,617,581,349,5,X
18,495,A,2,2,2,432,515,548,334,546,608,6,X
19,516,B,2,1,2,782,371,501,552,585,345,6,X
20,542,A,2,1,2,688,439,721,370,631,527,6,X
21,568,B,2,2,2,664,404,671,462,657,358,6,X
22,594,A,2,1,2,686,605,633,394,642,501,8,X
23,650,B,2,2,1,745,326,695,625,607,336,5,X
24,663,A,2,1,2,539,480,598,318,735,622,6,X
25,692,B,2,1,2,634,382,578,518,640,343,6,X
26,721,A,2,1,2,439,610,602,364,641,521,8,X
27,762,B,1,2,1,479,326,515,614,589,339,5,X
28,781,A,2,2,2,485,476,515,335,527,620,6,X
29,810,B,2,1,2,446,389,500,507,594,352,6,X
30,840,A,2,2,2,886,627,476,384,544,509,9,X
31,881,B,2,2,1,762,323,829,636,624,344,4,X
32,897,A,2,1,1,488,525,654,339,788,597,6,X
33,918,B,2,1,2,485,356,531,551,664,341,6,X
34,948,A,2,2,2,723,538,517,360,585,535,9,X
35,964,B,2,2,1,750,351,615,554,546,361,4,X
36,984,A,2,1,2,452,459,722,356,767,563,6,X
37,1011,B,2,1,2,767,296,481,502,635,345,8,X
38,1055,A,1,2,1,489,539,729,302,694,560,5,X
39,1071,B,2,1,2,499,347,658,559,725,293,6,X
40,1099,A,2,2,2,438,462,534,336,592,535,6,X
41,1127,B,2,1,2,474,291,474,495,581,342,9,X
42,1165,A,2,2,2,408,599,501,296,552,532,3,X
43,1202,B,1,2,1,524,324,432,608,586,335,5,X
44,1214,A,2,2,2,788,474,555,322,472,612,6,X
45,1245,B,2,2,2,495,292,743,499,572,333,8,X
46,1285,A,2,2,1,499,608,532,293,634,547,3,X
47,1327,B,1,2,1,469,431,517,612,604,331,5,A
