ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,A,2,2,2,447,636,652,440,520,622,2,X
2,76,B,2,2,1,466,377,449,645,596,421,3,X
3,115,A,2,2,1,483,528,491,374,590,596,7,X
4,142,B,2,1,2,483,481,513,544,563,391,6,X
5,172,A,2,2,2,470,510,498,472,547,558,6,X
6,198,B,2,1,2,483,482,492,526,584,451,6,X
7,226,A,2,2,2,578,658,508,469,532,544,8,X
8,276,B,2,2,1,831,451,556,662,610,430,7,X
9,304,A,2,1,2,852,524,787,442,674,624,6,X
10,334,B,2,2,2,805,381,799,537,719,437,8,X
11,376,A,2,2,1,852,648,735,381,715,578,3,X
12,419,B,2,2,1,476,463,804,654,679,409,7,X
13,449,A,2,2,2,525,613,500,449,696,625,8,X
14,482,B,2,1,1,617,388,535,628,564,434,3,X
15,517,A,2,2,1,495,595,618,386,638,603,3,X
16,540,B,2,1,1,658,388,514,593,593,394,3,X
17,586,A,2,2,1,532,595,611,388,666,612,5,X
18,596,B,2,1,2,608,409,666,608,618,407,8,X
19,619,A,2,2,1,803,494,621,410,637,601,7,B
