ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,6,A,2,1,2,703,531,626,435,710,590,1,X
2,27,B,2,2,2,620,465,679,554,625,434,6,X
3,53,A,2,2,2,835,633,621,468,646,554,8,X
4,99,B,2,2,1,789,415,774,639,635,427,5,X
5,117,A,2,1,2,673,514,635,416,764,621,6,X
6,149,B,2,1,2,816,467,696,540,655,437,6,X
7,174,A,2,1,2,694,642,733,472,666,566,8,X
8,233,B,2,2,1,819,408,685,666,616,421,3,X
9,260,A,1,2,1,449,560,707,417,682,624,5,X
10,281,B,2,1,2,489,464,603,574,735,421,6,X
11,309,A,2,2,2,457,509,537,460,554,566,6,X
12,336,B,2,1,2,715,401,486,530,577,453,8,X
13,375,A,1,2,1,861,579,669,412,618,571,5,X
14,392,B,2,2,2,819,446,764,594,679,412,6,X
15,423,A,2,1,2,837,621,766,455,707,600,9,X
16,447,B,2,2,1,810,420,725,622,715,436,4,X
17,467,A,2,1,1,493,481,696,433,716,620,6,B
