ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,57,A,2,2,2,788,608,612,321,760,550,2,X
2,125,B,2,2,1,789,333,758,626,636,307,7,X
3,147,A,2,1,2,464,425,747,324,702,559,6,X
4,182,B,2,1,2,477,379,477,448,627,321,6,X
5,209,A,2,2,2,694,602,504,368,552,456,8,X
6,265,B,2,2,1,760,280,679,612,621,314,3,X
7,293,A,1,2,1,857,594,691,295,686,582,3,X
8,327,B,2,2,1,541,317,799,606,677,301,5,X
9,344,A,2,2,2,464,440,587,316,823,628,6,X
10,376,B,2,1,2,572,255,499,466,613,316,8,A
