ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,32,A,2,1,2,707,432,630,327,728,514,1,X
2,50,B,2,2,2,575,327,672,443,630,324,9,X
3,62,A,2,2,1,705,469,589,324,670,470,4,X
4,73,B,2,1,1,677,330,666,476,595,317,6,X
5,90,A,2,1,2,790,522,626,323,670,507,9,X
6,108,B,2,2,1,538,343,686,522,626,319,7,X
7,132,A,2,2,2,486,441,564,335,728,543,6,X
8,157,B,2,1,2,506,284,514,456,595,326,9,X
9,186,A,2,2,2,485,418,547,278,564,480,7,X
10,209,B,2,1,1,622,317,525,427,580,282,9,X
11,218,A,2,1,2,571,441,587,318,527,429,4,X
12,232,B,2,2,2,594,310,597,448,594,309,4,X
13,245,A,2,1,1,536,472,611,298,623,460,4,X
14,258,B,2,1,1,632,316,641,479,605,307,4,X
15,269,A,2,1,1,525,425,591,307,624,487,6,X
16,288,B,2,1,2,744,373,528,447,601,311,6,X
17,312,A,2,1,2,463,591,712,349,618,492,8,X
18,350,B,1,2,1,446,402,566,588,609,312,5,A
