ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,49,B,2,1,2,603,351,652,494,589,309,1,X
2,74,A,2,2,2,699,426,600,330,631,498,6,X
3,99,B,2,2,2,633,380,717,450,636,322,6,X
4,126,A,2,1,2,829,603,608,358,657,470,8,X
5,176,B,2,2,1,787,335,788,633,650,308,8,X
6,200,A,2,1,2,478,556,751,327,712,573,8,X
7,234,B,1,2,1,522,305,585,551,632,310,5,X
8,248,A,2,2,2,751,442,557,303,565,584,7,X
9,276,B,2,2,2,783,370,735,470,627,305,6,X
10,305,A,2,1,2,440,583,728,355,691,485,8,X
11,347,B,1,2,1,479,303,510,586,619,309,5,X
12,361,A,2,2,2,451,387,545,306,438,610,6,B
