ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,A,2,1,2,670,456,622,333,712,533,1,X
2,20,B,2,2,2,543,354,701,497,624,329,6,X
3,43,A,2,2,2,473,534,580,354,658,505,9,X
4,64,B,2,1,1,544,294,589,527,573,345,3,X
5,88,A,2,2,1,769,458,591,309,572,546,7,X
6,111,B,2,2,2,798,369,718,493,545,292,6,X
7,139,A,2,1,2,467,571,752,347,726,482,8,X
8,171,B,1,2,1,526,358,629,558,624,320,7,X
9,199,A,2,2,2,480,420,560,355,555,603,6,X
10,227,B,2,1,2,491,385,501,457,585,362,6,X
11,250,A,2,2,2,537,603,504,369,555,479,8,X
12,299,B,2,2,1,504,330,551,609,610,328,7,X
13,319,A,2,2,2,439,505,540,329,590,603,6,X
14,340,B,2,1,1,508,326,476,519,539,332,9,X
15,355,A,2,2,2,473,663,541,334,515,513,4,B
