ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,1,2,574,456,648,343,550,529,1,X
2,26,B,2,1,2,780,368,572,462,606,326,6,X
3,48,A,2,1,2,499,605,747,351,636,489,8,X
4,96,B,2,2,1,489,307,530,606,577,308,5,X
5,112,A,2,2,2,608,465,554,304,522,598,6,X
6,137,B,2,1,2,637,321,637,460,531,320,9,X
7,151,A,2,1,1,625,463,619,325,644,462,6,X
8,168,B,2,1,2,720,304,690,478,626,313,9,X
9,181,A,2,1,1,575,569,645,324,692,494,3,X
10,218,B,2,2,1,482,310,584,579,584,307,5,X
11,231,A,2,2,2,511,456,553,303,572,595,6,X
12,259,B,2,1,2,636,310,530,471,514,311,9,X
13,273,A,2,1,2,520,588,560,318,577,478,8,X
14,309,B,2,2,1,804,355,586,556,593,314,7,X
15,338,A,2,1,2,807,459,763,347,597,579,6,X
16,366,B,2,2,2,780,314,774,477,669,337,9,X
17,378,A,2,1,1,749,498,638,334,752,483,4,X
18,390,B,2,2,2,778,359,732,502,649,326,6,X
19,414,A,2,1,2,528,573,744,349,675,509,8,X
20,449,B,2,2,1,774,317,550,574,619,316,5,X
21,464,A,2,1,2,758,474,587,306,517,580,6,X
22,490,B,2,2,2,780,310,724,496,743,326,9,X
23,505,A,2,1,1,744,646,658,326,726,505,3,B
