ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,35,B,2,2,2,591,395,671,561,568,420,2,X
2,102,A,2,2,1,518,662,596,398,635,596,3,X
3,140,B,2,2,1,466,406,533,643,603,430,3,X
4,175,A,2,2,1,478,664,483,406,593,604,3,X
5,213,B,2,2,1,472,404,489,653,576,431,3,X
6,250,A,2,2,1,397,658,472,401,593,603,3,X
7,289,B,1,2,1,461,432,497,638,571,426,5,X
8,307,A,2,2,2,496,659,526,428,489,634,8,X
9,342,B,2,2,1,462,402,495,644,584,429,3,X
10,378,A,2,2,1,422,644,470,406,586,612,3,X
11,410,B,1,2,1,453,403,482,630,579,424,3,X
12,450,A,2,2,1,504,525,467,399,591,603,7,X
13,477,B,2,1,2,443,500,547,534,565,421,6,X
14,506,A,2,2,2,512,652,483,477,546,552,8,X
15,567,B,2,2,1,792,429,502,642,580,431,5,X
16,584,A,2,1,2,807,534,606,435,601,622,6,X
17,608,B,2,2,1,453,473,792,551,747,434,6,X
18,636,A,2,2,2,482,649,492,459,777,549,8,X
19,672,B,1,2,1,527,407,565,626,577,445,3,X
20,715,A,2,2,1,489,659,535,400,602,605,3,X
21,758,B,2,2,1,506,441,520,646,611,425,5,X
22,778,A,2,2,2,478,522,555,427,548,639,6,X
23,813,B,2,1,2,767,404,513,538,584,439,8,X
24,856,A,1,2,1,865,648,697,399,638,585,3,X
25,897,B,2,2,1,414,422,836,643,648,421,5,A
