ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,48,B,2,2,2,784,400,623,562,726,419,2,X
2,110,A,2,2,1,838,639,770,404,670,596,3,X
3,140,B,2,2,1,816,433,793,643,663,426,5,X
4,156,A,2,1,2,705,527,625,436,896,639,6,X
5,188,B,2,2,2,515,399,690,545,666,445,8,X
6,230,A,2,2,1,462,657,532,405,618,579,3,X
7,271,B,1,2,1,786,404,490,646,598,436,3,X
8,304,A,1,2,1,474,647,700,414,624,619,3,X
9,343,B,1,2,1,508,409,565,633,646,419,3,X
10,374,A,2,2,1,813,553,512,413,599,611,7,X
11,395,B,2,2,2,769,410,752,578,485,412,9,X
12,424,A,2,1,1,804,520,705,416,724,581,7,X
13,452,B,2,2,2,836,499,767,529,663,439,6,X
14,478,A,2,1,2,606,650,787,483,745,549,8,X
15,516,B,2,2,1,498,407,610,654,671,455,3,X
16,554,A,2,2,1,488,646,513,402,618,617,3,X
17,592,B,2,2,1,812,404,510,636,593,432,3,X
18,625,A,1,2,1,798,658,722,422,625,616,3,X
19,671,B,2,2,1,448,452,794,654,629,429,7,X
20,696,A,2,2,2,468,544,503,440,697,607,6,X
21,722,B,2,2,1,501,510,518,561,515,430,9,A
