ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,18,A,2,2,2,555,638,653,405,542,588,2,X
2,74,B,2,2,1,753,396,537,649,587,399,5,X
3,90,A,2,1,2,475,619,578,397,573,621,8,X
4,125,B,2,2,1,465,371,575,624,603,397,3,X
5,153,A,2,2,1,482,505,510,370,579,610,7,X
6,178,B,2,1,2,762,367,504,524,523,376,8,X
7,203,A,2,2,1,811,567,654,381,604,557,5,X
8,214,B,2,2,2,429,416,718,570,677,386,6,X
9,245,A,2,2,2,432,567,484,410,718,583,9,X
10,263,B,2,1,1,467,445,489,566,499,411,7,X
11,289,A,2,2,2,389,634,492,434,553,559,8,X
12,323,B,1,2,1,468,401,557,619,543,402,7,X
13,344,A,2,2,2,780,509,508,395,549,612,6,X
14,376,B,2,2,2,805,361,748,525,625,404,8,X
15,407,A,2,2,1,448,551,713,369,699,569,5,X
16,426,B,2,1,2,479,457,536,552,748,365,6,X
17,458,A,2,2,2,437,484,508,443,541,557,6,X
18,486,B,2,1,2,448,357,467,492,537,430,8,X
19,536,A,2,2,1,462,622,466,354,555,566,3,X
20,575,B,2,2,1,798,400,494,617,579,385,5,X
21,593,A,2,1,2,817,477,594,396,469,643,6,B
