ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,B,2,2,2,602,307,657,502,598,279,1,X
2,30,A,2,1,2,441,600,628,308,612,506,9,X
3,72,B,2,2,1,529,259,467,623,629,292,3,X
4,97,A,1,2,1,442,603,582,276,557,588,3,X
5,133,B,2,2,1,527,332,500,624,604,285,7,X
6,162,A,2,1,2,484,389,539,328,557,555,6,X
7,187,B,2,2,2,540,248,495,424,567,311,8,X
8,235,A,1,2,1,789,548,540,262,569,482,3,X
9,265,B,1,2,1,728,247,692,550,598,263,3,X
10,306,A,2,2,1,491,591,715,255,665,542,3,X
11,342,B,2,2,2,466,286,552,603,648,271,7,A
