ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,20,A,2,1,2,623,441,650,304,544,517,1,X
2,46,B,2,1,2,753,245,586,464,648,303,8,X
3,82,A,2,2,1,651,487,719,248,660,519,5,X
4,97,B,2,2,2,714,309,640,534,725,259,6,X
5,117,A,2,2,1,487,423,676,310,639,527,6,X
6,144,B,2,2,2,528,254,524,454,637,311,8,X
7,181,A,1,2,1,446,520,574,259,583,518,5,X
8,196,B,2,2,2,727,336,537,536,555,260,6,X
9,225,A,2,2,2,787,393,688,330,480,553,6,X
10,254,B,2,1,2,603,249,755,426,701,328,8,X
11,293,A,1,2,1,788,666,609,254,628,501,3,B
