ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,20,B,2,1,2,667,348,622,522,720,337,1,X
2,41,A,2,1,2,390,622,636,362,634,506,8,X
3,75,B,1,2,1,537,289,511,608,583,338,3,X
4,115,A,2,2,1,478,512,553,288,594,563,7,X
5,130,B,2,1,2,494,321,580,532,553,300,9,X
6,147,A,2,2,1,456,503,548,339,586,537,6,X
7,167,B,2,1,2,784,284,505,524,550,341,9,X
8,214,A,2,2,2,771,449,821,291,660,541,7,X
9,239,B,2,2,2,501,385,735,488,756,311,6,X
10,266,A,2,2,2,481,613,534,375,641,506,8,X
11,314,B,1,2,1,497,333,484,625,537,348,5,X
12,328,A,2,2,2,491,461,551,331,518,619,6,X
13,352,B,2,1,2,497,425,517,493,536,331,6,A
