ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,16,B,2,1,2,596,376,643,486,580,318,1,X
2,30,A,2,2,1,503,527,572,372,649,487,9,X
3,45,B,2,1,1,726,362,626,512,577,359,6,X
4,69,A,2,1,2,667,426,705,348,576,514,6,X
5,89,B,2,2,2,625,393,658,448,675,345,6,X
6,110,A,2,2,2,676,423,642,381,634,476,6,X
7,135,B,2,2,2,611,275,667,437,646,367,8,X
8,204,A,2,2,1,657,519,614,263,686,536,5,X
9,219,B,2,1,2,756,376,697,534,596,285,6,X
10,246,A,2,1,2,475,443,747,356,706,490,6,X
11,275,B,2,1,2,477,387,515,455,630,322,6,X
12,298,A,2,2,2,494,431,504,375,549,473,6,X
13,325,B,2,1,2,456,267,526,450,588,344,8,A
