ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,17,B,2,2,2,600,318,654,506,603,289,1,X
2,41,A,2,1,2,638,391,614,325,610,496,6,X
3,64,B,2,1,2,512,343,628,422,641,310,6,X
4,90,A,2,1,2,833,614,552,337,620,465,8,X
5,143,B,1,2,1,530,327,778,608,686,288,7,X
6,170,A,2,1,2,484,391,562,319,705,557,6,X
7,200,B,2,2,2,699,251,498,418,594,312,9,X
8,239,A,2,2,1,814,495,660,257,616,489,4,X
9,254,B,2,1,2,784,325,661,506,659,260,6,X
10,279,A,2,2,2,512,402,729,318,728,506,6,X
11,309,B,2,2,2,556,255,557,422,646,311,8,X
12,349,A,1,2,1,499,436,557,260,586,485,7,X
13,373,B,2,2,2,736,265,511,478,561,252,9,X
14,403,A,2,2,1,833,521,699,267,597,541,4,X
15,418,B,2,1,2,742,337,658,533,685,272,6,X
16,444,A,2,2,2,758,395,692,326,697,510,6,X
17,468,B,2,1,2,573,246,724,416,692,319,8,X
18,514,A,1,2,1,776,422,587,254,612,493,7,X
19,538,B,2,1,2,784,346,760,481,590,264,6,X
20,569,A,2,2,2,788,610,733,329,702,471,8,X
21,622,B,1,2,1,524,317,755,626,674,290,7,X
22,649,A,2,1,2,804,411,534,314,658,583,6,X
23,685,B,2,1,2,519,351,773,436,639,312,6,X
24,716,A,2,1,2,510,576,560,340,687,451,9,X
25,749,B,2,2,1,539,254,557,584,594,313,3,X
26,788,A,1,2,1,490,450,538,264,566,568,7,X
27,809,B,2,2,2,798,342,521,495,541,259,6,X
28,843,A,2,2,2,747,608,737,333,611,494,8,X
29,895,B,2,2,1,667,285,690,600,679,307,5,X
30,911,A,2,2,2,614,423,673,287,675,604,6,X
31,934,B,2,2,2,559,269,616,461,668,300,9,X
32,952,A,2,1,1,516,560,626,276,610,482,3,X
33,983,B,2,2,1,568,264,507,597,586,270,3,X
34,1013,A,1,2,1,485,471,592,264,557,552,7,X
35,1036,B,2,2,2,500,333,513,509,599,264,6,X
36,1067,A,2,1,2,413,601,547,334,560,490,9,X
37,1108,B,2,2,2,795,344,478,612,610,310,7,X
38,1149,A,2,2,2,853,401,734,322,590,527,6,B
