ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,44,B,2,1,2,672,458,619,571,717,419,1,X
2,66,A,2,1,2,498,619,659,451,633,572,8,X
3,94,B,2,2,1,607,415,580,618,574,424,5,X
4,104,A,2,1,2,784,567,545,409,547,633,6,X
5,135,B,2,2,2,567,401,734,580,605,416,8,X
6,160,A,2,2,1,797,530,598,402,696,596,7,X
7,189,B,2,2,2,490,388,757,552,620,419,8,X
8,228,A,2,2,1,514,590,505,386,645,586,5,X
9,245,B,2,1,2,619,454,639,590,544,399,6,X
10,274,A,2,2,2,485,628,631,444,635,576,8,X
11,309,B,2,2,1,479,414,531,630,559,416,5,X
12,321,A,2,2,2,796,565,527,407,506,648,6,X
13,354,B,2,2,2,798,482,746,571,590,416,6,X
14,383,A,2,1,2,835,510,766,468,729,575,6,X
15,407,B,2,2,2,772,381,808,523,748,461,8,X
16,454,A,2,2,1,858,591,718,382,718,588,5,X
17,476,B,2,2,2,811,398,812,596,703,395,8,X
18,502,A,2,2,1,460,558,721,398,759,600,7,X
19,526,B,2,1,2,470,510,666,595,701,405,6,A
