ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,A,2,1,2,545,522,652,424,520,584,1,X
2,34,B,2,1,2,739,393,564,536,628,417,8,X
3,68,A,2,1,1,683,521,710,398,689,571,7,X
4,91,B,2,2,2,664,425,633,553,638,411,9,X
5,103,A,2,1,1,603,515,622,420,656,539,6,X
6,120,B,2,1,2,826,465,644,533,623,425,6,X
7,147,A,2,1,2,850,620,772,451,670,565,8,X
8,174,B,2,2,1,790,418,802,621,685,432,4,X
9,189,A,2,1,1,772,511,657,422,768,603,6,X
10,212,B,2,2,2,827,471,763,534,673,421,6,X
11,240,A,2,1,2,434,640,764,457,683,553,8,X
12,285,B,2,2,1,787,465,515,634,632,425,7,X
13,314,A,2,1,2,868,638,745,446,568,593,8,X
14,352,B,2,2,1,790,423,827,640,658,424,4,X
15,369,A,2,1,2,557,511,639,425,772,622,6,X
16,397,B,2,1,1,691,420,568,532,648,423,9,X
17,408,A,2,2,2,681,472,611,418,575,521,6,B
