ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,31,B,2,2,2,624,300,661,500,596,281,1,X
2,51,A,2,1,2,677,408,635,293,610,511,6,X
3,78,B,2,1,2,535,245,642,442,659,303,8,X
4,114,A,1,2,1,746,549,603,258,603,504,3,X
5,146,B,1,2,1,762,280,689,545,625,273,5,X
6,163,A,2,2,2,672,449,714,285,699,579,6,X
7,191,B,2,1,2,719,248,622,485,672,289,9,X
8,223,A,2,2,1,819,513,689,255,680,529,5,X
9,238,B,2,1,2,763,323,623,533,706,255,6,X
10,264,A,2,2,2,543,411,700,329,668,522,6,X
11,290,B,2,2,2,537,251,557,440,640,315,8,X
12,331,A,1,2,1,710,526,563,259,599,521,3,X
13,356,B,1,2,1,736,282,675,537,576,262,5,X
14,373,A,2,2,2,782,441,677,286,712,568,6,X
15,402,B,2,1,2,785,350,745,449,679,288,6,X
16,433,A,2,2,2,825,580,736,337,666,482,8,X
17,472,B,1,2,1,754,249,735,583,680,304,3,X
18,504,A,2,2,1,537,422,711,252,711,570,7,X
19,530,B,2,2,2,506,348,566,452,690,265,6,X
20,563,A,2,1,2,509,380,537,333,568,435,6,X
21,598,B,2,2,2,668,353,441,406,630,362,6,X
22,624,A,2,2,1,784,483,637,352,413,423,9,A
