ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,49,A,2,1,2,516,445,654,337,563,529,1,X
2,69,B,2,1,2,720,376,559,452,633,324,6,X
3,90,A,2,1,2,485,576,676,348,618,479,8,X
4,126,B,1,2,1,672,321,619,557,590,311,5,X
5,142,A,2,1,2,766,445,578,310,533,585,6,X
6,171,B,2,2,2,553,368,730,475,643,320,6,X
7,196,A,2,2,2,856,600,592,353,656,483,8,X
8,233,B,2,2,1,729,290,775,622,635,316,3,X
9,261,A,2,2,1,830,522,692,287,729,563,5,X
10,273,B,2,2,2,758,348,742,551,688,301,6,X
11,301,A,2,1,2,907,607,709,348,709,507,9,X
12,335,B,2,2,2,803,310,826,612,662,315,4,X
13,352,A,2,1,1,530,436,668,303,763,566,6,X
14,377,B,2,1,2,778,375,547,460,655,313,6,X
15,400,A,2,1,2,464,601,732,354,611,471,8,X
16,436,B,1,2,1,735,314,596,551,617,318,5,X
17,450,A,2,1,2,792,429,590,311,549,582,6,X
18,482,B,2,2,2,802,280,740,454,682,319,9,X
19,516,A,2,1,1,797,587,757,280,706,489,3,X
20,551,B,2,2,1,736,285,711,607,651,300,3,X
21,581,A,2,2,1,517,494,709,285,705,549,5,X
22,596,B,2,1,2,738,339,678,522,696,284,6,X
23,624,A,2,1,2,833,423,654,334,567,491,6,X
24,654,B,2,2,2,787,275,788,441,695,330,8,X
25,698,A,1,2,1,883,606,752,272,714,488,3,X
26,736,B,2,2,1,470,341,792,584,664,298,5,B
