ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,26,B,2,1,2,649,375,619,522,689,340,1,X
2,47,A,2,2,2,664,453,666,373,638,525,6,X
3,68,B,2,2,2,541,316,635,489,640,361,9,X
4,94,A,2,2,1,647,532,598,329,634,527,5,X
5,108,B,2,1,2,650,354,690,554,545,306,6,X
6,134,A,2,1,2,637,443,609,356,656,571,6,X
7,159,B,2,2,2,640,408,595,466,626,373,6,X
8,182,A,2,1,2,599,443,590,385,608,485,6,X
9,210,B,2,1,2,562,415,626,469,591,386,6,X
10,226,A,2,2,1,582,453,554,408,603,439,9,A
