ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,16,A,2,1,2,581,430,649,325,557,513,1,X
2,66,B,2,2,2,501,292,564,444,646,326,9,X
3,86,A,2,2,2,442,428,563,292,568,479,7,X
4,110,B,2,1,2,756,374,490,456,559,288,6,X
5,134,A,2,1,2,550,562,705,358,601,470,8,X
6,163,B,2,2,1,655,310,591,548,629,320,5,X
7,174,A,2,1,2,624,446,587,303,575,569,6,X
8,201,B,2,1,2,554,317,629,466,591,301,9,X
9,216,A,2,2,1,670,443,609,320,639,485,6,X
10,240,B,2,2,2,526,278,685,461,609,316,8,X
11,272,A,2,2,1,829,463,572,270,682,506,7,X
12,295,B,2,2,2,807,368,794,480,573,280,6,X
13,326,A,2,1,2,882,591,770,357,722,491,8,X
14,362,B,2,2,1,785,307,831,612,660,315,5,X
15,376,A,2,1,2,602,396,631,312,825,617,6,B
