ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,1,2,575,463,644,343,533,527,1,X
2,26,B,2,2,2,551,383,570,483,625,336,6,X
3,52,A,2,2,2,870,627,557,368,592,478,8,X
4,94,B,2,2,1,647,320,796,624,610,326,4,X
5,112,A,2,2,1,772,464,656,332,732,584,6,X
6,133,B,2,2,2,650,357,721,505,625,329,6,X
7,152,A,2,1,2,502,447,607,352,690,533,6,X
8,177,B,2,1,2,485,372,519,485,613,346,6,X
9,204,A,2,2,2,858,612,537,369,585,498,9,X
10,239,B,2,2,2,776,353,766,610,610,325,7,X
11,264,A,2,1,1,494,448,720,340,706,576,6,X
12,286,B,2,1,2,647,369,536,480,644,334,6,X
13,314,A,2,1,2,850,621,607,375,600,492,8,X
14,353,B,2,2,1,800,289,742,593,620,326,5,X
15,368,A,2,1,2,824,430,616,312,870,637,6,B
