ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,A,2,1,2,579,444,643,340,535,524,1,X
2,28,B,2,2,2,523,297,547,464,607,347,8,X
3,52,A,2,2,1,454,552,582,316,591,503,5,X
4,62,B,2,1,2,748,307,608,542,491,313,4,X
5,94,A,2,1,2,807,438,681,320,647,541,6,X
6,120,B,2,2,2,811,394,746,466,653,327,6,X
7,147,A,2,1,2,546,619,752,376,701,488,8,X
8,196,B,1,2,1,533,313,551,621,588,324,5,X
9,209,A,2,2,2,779,491,570,318,557,634,6,X
10,234,B,2,2,2,650,339,714,522,596,313,6,X
11,254,A,2,1,2,514,442,590,350,694,531,6,X
12,279,B,2,1,2,501,395,534,466,595,344,6,X
13,305,A,2,2,2,836,625,517,377,549,483,8,X
14,351,B,2,2,1,542,339,773,632,609,321,7,X
15,370,A,2,2,2,469,477,580,335,739,598,6,X
16,399,B,2,1,2,742,298,498,515,602,332,8,X
17,419,A,2,1,1,690,442,641,317,618,542,7,X
18,441,B,2,2,2,528,373,646,491,664,317,6,X
19,466,A,2,2,2,469,421,564,370,625,492,6,X
20,490,B,2,1,2,470,400,504,455,571,350,6,X
21,515,A,2,2,2,443,585,500,387,560,466,8,X
22,572,B,1,2,1,487,296,476,578,577,309,5,X
23,586,A,2,2,2,479,391,572,299,507,570,6,B
