ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,46,A,2,1,2,617,441,653,336,550,524,1,X
2,65,B,2,2,2,586,392,562,449,633,331,6,X
3,92,A,2,2,2,812,605,595,363,589,451,8,X
4,144,B,2,2,1,781,277,769,629,628,311,3,X
5,176,A,1,2,1,865,610,701,286,696,557,3,X
6,217,B,2,2,1,746,316,783,628,636,308,5,X
7,231,A,2,1,2,597,442,625,313,845,661,6,X
8,260,B,2,1,2,669,382,602,465,645,320,6,X
9,286,A,2,1,2,459,597,634,357,637,466,8,X
10,327,B,1,2,1,513,277,558,584,584,311,8,X
11,378,A,2,2,1,471,491,521,266,607,528,7,X
12,401,B,2,1,2,476,381,516,508,575,298,6,X
13,426,A,2,2,2,871,599,518,346,548,504,8,X
14,463,B,2,2,1,779,310,784,619,624,313,4,X
15,481,A,2,1,2,510,441,703,310,741,586,6,X
16,511,B,2,1,2,497,285,554,472,650,322,8,X
17,543,A,2,2,2,443,518,543,276,593,500,3,X
18,561,B,2,1,1,499,278,545,523,558,292,3,X
19,592,A,2,2,1,842,428,531,280,573,523,7,A
