ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,2,2,680,426,631,295,694,530,1,X
2,37,B,2,1,2,627,341,627,453,646,292,6,X
3,62,A,2,1,2,726,380,640,330,630,471,6,X
4,88,B,2,1,2,583,244,692,426,639,323,8,X
5,135,A,1,2,1,661,485,607,254,598,522,5,X
6,147,B,2,1,2,661,321,553,523,616,261,6,X
7,175,A,2,2,2,643,389,635,313,617,494,6,X
8,199,B,2,1,2,611,349,617,421,642,316,6,X
9,225,A,2,1,2,649,462,621,334,605,434,8,X
10,257,B,2,2,1,659,255,627,504,642,286,5,B
