ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,7,A,2,1,2,744,431,632,306,727,519,1,X
2,31,B,2,1,2,635,339,704,468,652,306,6,X
3,57,A,2,1,2,633,389,646,328,651,474,6,X
4,82,B,2,2,2,720,248,639,424,664,320,8,X
5,128,A,2,2,1,704,489,695,253,662,503,5,X
6,140,B,2,1,2,582,319,606,523,712,264,6,X
7,167,A,2,1,1,490,481,614,309,618,516,4,X
8,180,B,2,2,1,515,335,604,481,612,333,6,X
9,203,A,2,1,2,411,604,559,326,606,474,9,X
10,237,B,2,2,2,536,275,504,619,628,295,4,X
11,253,A,2,1,1,489,414,613,290,525,603,6,X
12,280,B,2,2,2,503,346,524,454,610,300,6,X
13,307,A,2,1,2,490,385,529,328,546,469,6,X
14,336,B,2,2,2,511,297,520,412,588,340,8,X
15,372,A,1,2,1,624,534,564,300,611,461,5,A
