ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,18,B,2,2,2,596,375,665,586,550,413,2,X
2,78,A,2,2,1,853,623,605,371,660,590,3,X
3,112,B,2,2,1,779,442,825,641,644,411,7,X
4,134,A,2,1,2,780,509,731,437,729,622,6,X
5,164,B,2,2,2,788,487,750,518,704,441,6,X
6,189,A,2,1,2,651,642,742,471,712,552,8,X
7,233,B,2,2,1,475,442,643,648,647,423,7,X
8,260,A,2,2,2,473,526,508,436,638,629,6,X
9,288,B,2,1,2,482,376,500,538,580,435,8,X
10,323,A,2,2,1,775,629,526,377,576,581,3,X
11,355,B,2,2,1,801,433,732,637,619,406,7,X
12,379,A,2,1,2,507,523,755,432,683,610,6,X
13,408,B,2,1,2,507,379,543,533,653,434,8,X
14,451,A,2,2,1,819,613,524,381,607,579,3,X
15,480,B,2,2,1,517,450,746,622,630,395,7,X
16,506,A,2,2,2,471,524,555,441,763,621,6,X
17,537,B,2,1,2,494,376,495,537,574,439,8,X
18,585,A,2,2,1,818,545,516,375,603,586,7,X
19,611,B,2,2,2,810,480,770,555,579,391,6,X
20,641,A,2,1,2,841,649,771,466,720,565,8,X
21,702,B,2,2,1,751,381,808,654,674,429,3,X
22,742,A,2,2,1,832,648,717,385,689,604,3,X
23,778,B,2,2,1,795,383,796,654,664,407,3,X
24,811,A,2,2,1,517,626,713,389,696,611,3,X
25,841,B,2,2,1,553,384,591,627,677,399,3,X
26,884,A,2,2,1,476,552,565,386,628,602,7,X
27,913,B,2,1,2,525,381,499,562,572,399,8,X
28,947,A,2,2,1,398,675,554,382,599,589,3,A
