ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,28,A,2,1,2,735,442,621,324,760,524,1,X
2,50,B,2,1,2,782,379,755,463,635,319,6,X
3,77,A,2,1,2,834,624,733,361,679,479,8,X
4,123,B,2,2,1,756,329,739,633,650,314,7,X
5,145,A,2,1,2,825,447,710,336,681,560,6,X
6,175,B,2,2,2,793,353,792,474,684,319,6,X
7,204,A,2,1,2,458,408,742,348,699,482,6,X
8,234,B,2,1,2,464,377,504,430,659,319,6,X
9,261,A,2,2,2,585,583,504,365,543,450,8,X
10,323,B,2,2,1,512,305,582,596,606,310,5,X
11,337,A,2,2,2,563,391,596,309,581,588,6,B
