ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,13,B,2,1,2,751,435,620,554,733,403,1,X
2,33,A,2,1,2,440,632,712,428,647,567,8,X
3,72,B,1,2,1,518,362,538,637,607,401,3,X
4,110,A,2,2,1,402,610,517,361,607,589,3,X
5,138,B,1,2,1,494,456,554,601,512,373,7,X
6,167,A,2,2,2,484,486,526,433,527,600,6,X
7,194,B,2,1,2,781,364,505,498,558,421,8,X
8,233,A,2,2,1,851,587,692,367,641,555,3,X
9,252,B,2,2,1,699,438,708,585,753,366,7,X
10,277,A,2,1,2,411,634,679,425,769,593,8,X
11,318,B,1,2,1,487,393,531,627,597,401,5,X
12,338,A,2,2,2,819,507,529,391,514,616,6,X
13,368,B,2,2,2,863,455,773,531,639,398,6,X
14,398,A,2,1,2,836,473,799,443,720,543,6,B
