ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,12,B,2,1,2,554,360,664,506,568,330,1,X
2,30,A,2,2,2,894,619,560,354,668,509,8,X
3,72,B,2,2,1,542,337,848,623,634,328,7,X
4,97,A,2,2,2,654,494,557,341,735,575,9,X
5,116,B,2,2,2,507,337,610,518,589,337,6,X
6,138,A,2,2,2,636,445,537,349,621,527,6,X
7,158,B,2,1,2,773,364,676,502,587,342,6,X
8,182,A,2,1,2,849,450,724,357,652,513,6,X
9,212,B,2,2,2,777,276,808,478,682,344,8,X
10,249,A,1,2,1,867,660,742,290,718,525,3,B
