ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,B,2,1,2,569,348,655,502,567,323,1,X
2,30,A,2,2,2,458,540,602,346,639,495,9,X
3,53,B,2,1,1,724,296,563,547,598,335,3,X
4,80,A,1,2,1,824,553,593,309,612,565,5,X
5,94,B,2,2,2,746,344,721,586,661,310,6,X
6,126,A,2,1,2,870,611,691,331,686,517,9,X
7,158,B,2,2,1,767,310,783,620,684,335,4,X
8,171,A,2,1,2,460,467,659,333,793,604,6,X
9,198,B,2,1,2,518,289,497,493,650,329,9,X
10,220,A,2,2,1,574,689,606,307,567,516,5,B
