ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,21,B,2,1,2,698,340,619,510,689,316,1,X
2,39,A,2,1,2,452,443,650,344,637,512,6,X
3,63,B,2,1,2,738,283,515,478,604,328,9,X
4,93,A,1,2,1,747,489,654,298,647,511,7,X
5,114,B,2,2,2,478,350,719,529,686,292,6,X
6,140,A,2,2,2,458,421,517,355,635,509,6,X
7,165,B,2,1,2,532,281,479,454,576,347,9,X
8,188,A,2,2,1,463,550,559,297,546,484,3,X
9,218,B,1,2,1,743,299,560,567,575,296,5,X
10,231,A,2,1,2,901,348,570,303,574,609,6,B
