ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,5,A,2,1,2,594,461,644,331,565,532,1,X
2,21,B,2,2,2,507,266,568,478,648,325,9,X
3,56,A,2,2,1,430,512,542,278,590,485,4,X
4,70,B,2,1,1,473,359,614,526,542,285,6,X
5,98,A,2,2,2,690,426,518,353,572,524,6,X
6,124,B,2,2,2,660,379,645,460,594,340,6,X
7,146,A,2,1,2,796,422,631,372,644,456,6,X
8,169,B,2,2,2,809,380,727,443,669,348,6,X
9,195,A,2,1,2,563,583,740,366,690,445,8,X
10,243,B,1,2,1,757,298,595,600,609,321,5,X
11,257,A,2,1,2,883,292,582,312,622,607,6,B
