ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,34,B,2,1,2,701,364,629,494,702,314,1,X
2,55,A,2,2,2,716,424,702,347,637,495,6,X
3,77,B,2,2,2,499,272,732,443,677,336,8,X
4,117,A,2,2,1,528,479,532,265,619,498,5,X
5,131,B,2,1,2,624,328,626,494,549,274,4,X
6,149,A,2,1,2,495,435,590,318,628,496,6,X
7,174,B,2,1,2,486,374,526,463,601,322,6,X
8,203,A,2,2,2,871,601,503,349,555,470,8,X
9,245,B,2,2,1,773,311,794,620,615,307,5,X
10,260,A,2,1,2,809,435,659,310,766,589,6,X
11,285,B,2,2,2,600,376,764,471,694,319,6,X
12,314,A,2,2,2,623,411,618,347,663,467,6,X
13,337,B,2,1,2,614,402,636,423,625,356,6,A
