ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,17,B,2,2,2,566,375,663,584,551,409,2,X
2,70,A,2,2,1,478,597,571,373,653,594,5,X
3,90,B,2,1,2,734,387,644,589,591,390,8,X
4,127,A,2,2,1,486,628,684,389,662,592,3,X
5,161,B,2,2,1,766,392,557,630,647,405,3,X
6,194,A,2,2,1,823,602,689,396,613,625,5,X
7,213,B,2,2,2,785,480,753,598,699,398,6,X
8,241,A,2,1,2,770,509,750,461,708,593,6,X
9,268,B,2,2,2,613,385,738,525,708,457,8,X
10,333,A,2,2,1,424,599,621,382,655,593,5,X
11,353,B,2,1,2,488,390,598,593,607,400,8,X
12,385,A,2,2,1,532,542,498,396,577,590,7,X
13,409,B,2,1,2,778,380,553,557,538,396,8,X
14,449,A,2,2,1,842,654,709,383,653,582,3,X
15,498,B,2,2,1,743,455,829,660,659,418,7,X
16,525,A,2,1,2,840,638,706,451,716,619,8,X
17,558,B,2,2,1,819,395,775,640,685,421,3,X
18,588,A,2,2,1,774,528,732,398,720,611,7,X
19,620,B,2,2,2,777,385,749,544,707,413,8,X
20,663,A,2,2,1,868,661,689,383,701,582,3,X
21,708,B,2,2,1,823,446,830,668,666,412,7,X
22,733,A,2,1,2,542,514,783,439,723,618,6,X
23,764,B,2,1,2,453,494,543,529,703,429,6,X
24,807,A,2,2,2,512,503,480,487,539,530,6,X
25,826,B,2,1,1,694,424,549,511,479,488,9,B
