ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,12,B,2,1,2,523,347,649,508,584,311,1,X
2,31,A,2,2,2,763,531,557,341,646,505,9,X
3,55,B,2,2,1,723,275,675,537,606,328,3,X
4,86,A,1,2,1,837,594,696,301,715,571,3,X
5,121,B,2,2,1,766,324,777,618,663,307,7,X
6,142,A,2,1,2,632,458,708,321,715,583,6,X
7,167,B,2,1,2,788,340,670,483,657,330,6,X
8,191,A,2,1,2,517,562,732,337,685,505,9,X
9,219,B,1,2,1,722,274,640,561,635,336,3,X
10,268,A,1,2,1,868,543,701,275,671,544,5,X
11,285,B,2,2,2,807,351,666,541,718,293,6,X
12,311,A,2,1,2,543,611,759,341,843,566,9,X
13,346,B,2,1,1,532,402,583,619,625,322,5,A
