ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,4,B,2,1,2,673,315,619,490,695,282,1,X
2,26,A,2,1,2,773,394,703,319,618,497,6,X
3,53,B,2,1,2,762,247,744,427,672,308,8,X
4,94,A,2,2,1,809,513,735,249,665,503,5,X
5,107,B,2,1,2,759,315,630,497,745,247,6,X
6,133,A,2,2,2,819,400,692,311,660,506,6,X
7,160,B,2,1,2,812,346,772,422,670,297,6,X
8,186,A,2,2,2,826,579,750,339,732,426,8,X
9,229,B,1,2,1,533,290,777,571,676,292,7,X
10,249,A,2,1,2,521,392,574,287,807,604,6,X
11,282,B,2,2,2,564,243,559,423,587,289,8,X
12,338,A,1,2,1,455,509,608,247,581,508,5,X
13,354,B,2,2,2,521,317,551,525,617,262,6,X
14,381,A,2,1,2,484,401,540,315,510,519,6,X
15,409,B,2,2,2,537,249,487,434,588,315,8,X
16,450,A,1,2,1,774,443,566,262,569,495,7,X
17,473,B,2,1,2,745,253,765,494,591,268,9,X
18,499,A,2,2,1,762,409,701,267,666,498,7,X
19,524,B,2,1,2,776,353,728,448,721,276,6,X
20,554,A,2,2,2,473,566,738,336,692,458,8,X
21,605,B,2,2,1,571,331,516,592,631,318,7,X
22,627,A,2,1,1,575,357,577,321,539,570,9,B
