ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,29,A,2,1,2,763,534,628,437,713,601,1,X
2,52,B,2,2,2,805,386,722,543,631,429,8,X
3,77,A,1,2,1,803,580,719,398,717,567,5,X
4,88,B,2,2,2,794,431,748,591,728,399,6,X
5,112,A,2,1,1,683,543,703,426,720,598,6,X
6,138,B,2,2,2,653,470,678,570,648,431,6,X
7,160,A,2,2,2,787,516,654,457,648,565,6,X
8,184,B,2,2,2,532,378,727,536,673,436,8,X
9,220,A,2,2,1,453,567,563,381,626,588,7,X
10,242,B,2,1,2,560,470,529,578,571,396,6,X
11,267,A,2,2,2,504,655,597,450,612,578,8,X
12,304,B,1,2,1,434,400,558,644,572,418,5,A
