ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,1,2,602,519,650,408,544,579,1,X
2,32,B,2,2,2,471,356,546,536,646,408,8,X
3,76,A,2,2,1,830,506,461,356,608,580,7,X
4,104,B,2,2,2,847,456,783,523,588,379,6,X
5,133,A,2,1,2,812,650,795,445,720,546,8,X
6,187,B,2,2,1,462,399,757,655,663,410,5,X
7,207,A,2,2,2,411,591,524,401,722,628,8,X
8,230,B,1,2,1,471,437,525,587,540,401,7,X
9,256,A,2,2,2,437,488,509,418,523,586,6,X
10,290,B,2,1,2,689,481,460,500,527,426,6,A
